SCI_ID,SCI_NAME,RES_ID,RES_AREA,Key,AFFIL,SIZE,WEB,HOME,RES_SPECIFIC,FUNDS,Photo,Awardee
8,Linda A. Deegan,1,Marine Biology & Diversity,MBL19,MBL Resident Scientist,1,http://www.mbl.edu/ecosystems/faculty/deegan/,Marine Biological Laboratory,,,linda-deegan.png,
8,Linda A. Deegan,3,"Ecology, Ecosystems & Global Change",MBL20,MBL Resident Scientist,1,http://www.mbl.edu/ecosystems/faculty/deegan/,Marine Biological Laboratory,,,linda-deegan.png,
8,Linda A. Deegan,8,Genomics,MBL21,MBL Resident Scientist,1,http://www.mbl.edu/ecosystems/faculty/deegan/,Marine Biological Laboratory,,,linda-deegan.png,
19,Lydia Mathger,7,Evolution,MBL50,MBL Resident Scientist,1,http://www.mbl.edu/bell/lydia-mathger/,Marine Biological Laboratory,,,lydia-mathger.png,
19,Lydia Mathger,1,Marine Biology & Diversity,MBL51,MBL Resident Scientist,1,http://www.mbl.edu/bell/lydia-mathger/,Marine Biological Laboratory,,,lydia-mathger.png,
19,Lydia Mathger,6,Computation & Modeling,MBL52,MBL Resident Scientist,1,http://www.mbl.edu/bell/lydia-mathger/,Marine Biological Laboratory,,,lydia-mathger.png,
33,Maki Koike Tani,5,Cell Biology & Imaging,MBL81,MBL Resident Scientist,1,http://www.mbl.edu/bell/current-faculty/laboratory-of-tomomi-tani/#maki-koike-tani,Marine Biological Laboratory,,,maki-tani.png,
33,Maki Koike Tani,4,Neuroscience,MBL82,MBL Resident Scientist,1,http://www.mbl.edu/bell/current-faculty/laboratory-of-tomomi-tani/#maki-koike-tani,Marine Biological Laboratory,,,maki-tani.png,
33,Maki Koike Tani,10,Regeneration & Development,MBL83,MBL Resident Scientist,1,http://www.mbl.edu/bell/current-faculty/laboratory-of-tomomi-tani/#maki-koike-tani,Marine Biological Laboratory,,,maki-tani.png,
12,Marko E. Horb,9,Models of Human Disease,MBL31,MBL Resident Scientist,1,http://www.mbl.edu/bell/current-faculty/marko-horb/,Marine Biological Laboratory,,,marko-horb.png,
12,Marko E. Horb,10,Regeneration & Development,MBL32,MBL Resident Scientist,1,http://www.mbl.edu/bell/current-faculty/marko-horb/,Marine Biological Laboratory,,,marko-horb.png,
12,Marko E. Horb,8,Genomics,MBL33,MBL Resident Scientist,1,http://www.mbl.edu/bell/current-faculty/marko-horb/,Marine Biological Laboratory,,,marko-horb.png,
29,Michael Shribak,5,Cell Biology & Imaging,MBL72,MBL Resident Scientist,1,http://www.mbl.edu/bell/current-faculty/shribak-lab/,Marine Biological Laboratory,,,michael-shribak.png,
29,Michael Shribak,6,Computation & Modeling,MBL73,MBL Resident Scientist,1,http://www.mbl.edu/bell/current-faculty/shribak-lab/,Marine Biological Laboratory,,,michael-shribak.png,
30,Mitchell L. Sogin,7,Evolution,MBL74,MBL Resident Scientist,1,http://www.mbl.edu/jbpc/staff/sogin/,Marine Biological Laboratory,,,mitch-sogin.png,
30,Mitchell L. Sogin,2,Microbiomes,MBL75,MBL Resident Scientist,1,http://www.mbl.edu/jbpc/staff/sogin/,Marine Biological Laboratory,,,mitch-sogin.png,
30,Mitchell L. Sogin,1,Marine Biology & Diversity,MBL76,MBL Resident Scientist,1,http://www.mbl.edu/jbpc/staff/sogin/,Marine Biological Laboratory,,,mitch-sogin.png,
25,Rae Nishi,4,Neuroscience,MBL66,MBL Resident Scientist,1,http://www.mbl.edu/leadership/rae-nishi/,Marine Biological Laboratory,,,rae-nishi.png,
11,Roger T. Hanlon,1,Marine Biology & Diversity,MBL28,MBL Resident Scientist,1,http://www.mbl.edu/bell/current-faculty/hanlon/,Marine Biological Laboratory,,,roger_hanlon.png,
11,Roger T. Hanlon,4,Neuroscience,MBL29,MBL Resident Scientist,1,http://www.mbl.edu/bell/current-faculty/hanlon/,Marine Biological Laboratory,,,roger_hanlon.png,
11,Roger T. Hanlon,5,Cell Biology & Imaging,MBL30,MBL Resident Scientist,1,http://www.mbl.edu/bell/current-faculty/hanlon/,Marine Biological Laboratory,,,roger_hanlon.png,
26,Rudolf Oldenbourg,6,Computation & Modeling,MBL67,MBL Resident Scientist,1,http://www.mbl.edu/bell/current-faculty/oldenbourg-lab/,Marine Biological Laboratory,,,rudolf-oldenbourg.png,
26,Rudolf Oldenbourg,5,Cell Biology & Imaging,MBL68,MBL Resident Scientist,1,http://www.mbl.edu/bell/current-faculty/oldenbourg-lab/,Marine Biological Laboratory,,,rudolf-oldenbourg.png,
20,Shalin Mehta,5,Cell Biology & Imaging,MBL53,MBL Resident Scientist,1,http://www.mbl.edu/bell/current-faculty/shalin-mehta/,Marine Biological Laboratory,,,shalin-mehta.png,
20,Shalin Mehta,6,Computation & Modeling,MBL54,MBL Resident Scientist,1,http://www.mbl.edu/bell/current-faculty/shalin-mehta/,Marine Biological Laboratory,,,shalin-mehta.png,
20,Shalin Mehta,10,Regeneration & Development,MBL55,MBL Resident Scientist,1,http://www.mbl.edu/bell/current-faculty/shalin-mehta/,Marine Biological Laboratory,,,shalin-mehta.png,
32,Tomomi Tani,5,Cell Biology & Imaging,MBL79,MBL Resident Scientist,1,http://www.mbl.edu/bell/current-faculty/laboratory-of-tomomi-tani/,Marine Biological Laboratory,,,tomomi-tani.png,
32,Tomomi Tani,4,Neuroscience,MBL80,MBL Resident Scientist,1,http://www.mbl.edu/bell/current-faculty/laboratory-of-tomomi-tani/,Marine Biological Laboratory,,,tomomi-tani.png,
7,Zoe G. Cardon,2,Microbiomes,MBL16,MBL Resident Scientist,1,http://www.mbl.edu/ecosystems/staff/cardon/,Marine Biological Laboratory,,,zoe-cardon.png,
7,Zoe G. Cardon,3,"Ecology, Ecosystems & Global Change",MBL17,MBL Resident Scientist,1,http://www.mbl.edu/ecosystems/staff/cardon/,Marine Biological Laboratory,,,zoe-cardon.png,
7,Zoe G. Cardon,5,Cell Biology & Imaging,MBL18,MBL Resident Scientist,1,http://www.mbl.edu/ecosystems/staff/cardon/,Marine Biological Laboratory,,,zoe-cardon.png,
41,Alejandro Sanchez Alvarado,10,Regeneration & Development,MBL102,MBL Fellow,1,http://www.mbl.edu/research/mbl-fellows/alejandro-sanchez-alvarado/,"Stowers Institute, Howard Hughes Medical Institute",,,alejandro-sanchez.png,
41,Alejandro Sanchez Alvarado,1,Marine Biology & Diversity,MBL103,MBL Fellow,1,http://www.mbl.edu/research/mbl-fellows/alejandro-sanchez-alvarado/,"Stowers Institute, Howard Hughes Medical Institute",,,alejandro-sanchez.png,
41,Alejandro Sanchez Alvarado,5,Cell Biology & Imaging,MBL104,MBL Fellow,1,http://www.mbl.edu/research/mbl-fellows/alejandro-sanchez-alvarado/,"Stowers Institute, Howard Hughes Medical Institute",,,alejandro-sanchez.png,
38,Clifton Ragsdale,4,Neuroscience,MBL95,MBL Fellow,1,http://www.mbl.edu/research/mbl-fellows/clifton-ragsdale,University of Chicago,,,clifton-ragsdale.png,
38,Clifton Ragsdale,8,Genomics,MBL96,MBL Fellow,1,http://www.mbl.edu/research/mbl-fellows/clifton-ragsdale,University of Chicago,,,clifton-ragsdale.png,
38,Clifton Ragsdale,10,Regeneration & Development,MBL97,MBL Fellow,1,http://www.mbl.edu/research/mbl-fellows/clifton-ragsdale,University of Chicago,,,clifton-ragsdale.png,
36,Jack Gilbert,2,Microbiomes,MBL90,MBL Fellow,1,http://www.mbl.edu/research/mbl-fellows/jack-gilbert/,University of Chicago,,,jgilbert.png,
36,Jack Gilbert,3,"Ecology, Ecosystems & Global Change",MBL91,MBL Fellow,1,http://www.mbl.edu/research/mbl-fellows/jack-gilbert/,University of Chicago,,,jgilbert.png,
36,Jack Gilbert,8,Genomics,MBL92,MBL Fellow,1,http://www.mbl.edu/research/mbl-fellows/jack-gilbert/,University of Chicago,,,jgilbert.png,
6,Jane Maienschein,1,Marine Biology & Diversity,MBL13,MBL Fellow,1,http://www.mbl.edu/research/mbl-fellows/jane-maienschein/,University of Arizona,,,jane-maienschein.png,
6,Jane Maienschein,10,Regeneration & Development,MBL14,MBL Fellow,1,http://www.mbl.edu/research/mbl-fellows/jane-maienschein/,University of Arizona,,,jane-maienschein.png,
6,Jane Maienschein,11,History/Philosophy of Science,MBL15,MBL Fellow,1,http://www.mbl.edu/research/mbl-fellows/jane-maienschein/,University of Arizona,,,jane-maienschein.png,
40,Josh Rosenthal,4,Neuroscience,MBL100,MBL Fellow,1,http://www.neuro.upr.edu/?q=dr.-j.-rosenthal,University of Puerto Rico,,,joshua-rosenthal.png,
40,Josh Rosenthal,1,Marine Biology & Diversity,MBL101,MBL Fellow,1,http://www.neuro.upr.edu/?q=dr.-j.-rosenthal,University of Puerto Rico,,,joshua-rosenthal.png,
39,Loretta Roberson,1,Marine Biology & Diversity,MBL98,MBL Fellow,1,http://renewable.uprrp.edu/index.php?page=loretta-roberson,University of Puerto Rico,,,loretta-roberson.png,
39,Loretta Roberson,3,"Ecology, Ecosystems & Global Change",MBL99,MBL Fellow,1,http://renewable.uprrp.edu/index.php?page=loretta-roberson,University of Puerto Rico,,,loretta-roberson.png,
35,Maureen Conte,3,"Ecology, Ecosystems & Global Change",MBL87,MBL Fellow,1,http://www.mbl.edu/research/mbl-fellows/maureen-conte/,Bermuda Institute of Ocean Sciences,,,maureen-conte.png,
35,Maureen Conte,2,Microbiomes,MBL88,MBL Fellow,1,http://www.mbl.edu/research/mbl-fellows/maureen-conte/,Bermuda Institute of Ocean Sciences,,,maureen-conte.png,
35,Maureen Conte,1,Marine Biology & Diversity,MBL89,MBL Fellow,1,http://www.mbl.edu/research/mbl-fellows/maureen-conte/,Bermuda Institute of Ocean Sciences,,,maureen-conte.png,
3,Melina Hale,7,Evolution,MBL6,MBL Fellow,1,http://pondside.uchicago.edu/oba/faculty/hale_m.html,University of Chicago,,,melina-hale.png,
3,Melina Hale,4,Neuroscience,MBL7,MBL Fellow,1,http://pondside.uchicago.edu/oba/faculty/hale_m.html,University of Chicago,,,melina-hale.png,
37,Patrick La Riviere,5,Cell Biology & Imaging,MBL93,MBL Fellow,1,http://www.mbl.edu/research/mbl-fellows/patrick-la-riviere/,University of Chicago,,,patrick-lariviere.png,
37,Patrick La Riviere,6,Computation & Modeling,MBL94,MBL Fellow,1,http://www.mbl.edu/research/mbl-fellows/patrick-la-riviere/,University of Chicago,,,patrick-lariviere.png,
